student_id,name,major,gpa_start,archetype,gpa_start,att_month1,avg_it1,avg_roll_w4,engagement_score,lms_logins_per_week,forum_posts,predicted_risk,prob_low,prob_medium,prob_high,true_risk,correct
STU0013,Aarav Smith,Civil,2.7,6,2.7,56.0,65.6,70.2,3.827666666666667,3.6,1,Medium,0.058,0.875,0.066,Medium,True
STU0141,Ava Williams,Data Science,2.6,2,2.6,31.3,60.4,70.26,18.768833333333333,0.6,20,Medium,0.037,0.898,0.065,Medium,True
STU0172,Sophia Ansari,Mechanical,2.68,2,2.68,50.7,57.3,69.52000000000001,16.39666666666667,6.8,16,Medium,0.048,0.888,0.064,Medium,True
STU0357,Ayaan Shah,Civil,2.38,1,2.38,60.1,60.0,69.11999999999999,22.202166666666667,13.1,8,Medium,0.103,0.833,0.064,Medium,True
STU0302,Ava Singh,Computer Science,2.27,4,2.27,59.9,49.4,69.52000000000001,21.3015,6.1,21,Medium,0.016,0.921,0.063,Medium,True
STU0347,Ayaan Verma,Electronics,2.61,6,2.61,34.0,73.2,69.72,20.415000000000003,6.2,18,Medium,0.19,0.747,0.063,Medium,True
STU0133,Vivaan Patel,Civil,2.43,0,2.43,80.9,61.0,69.3,16.984166666666667,6.5,23,Medium,0.05,0.891,0.059,Medium,True
STU0293,Hassan Singh,Data Science,2.92,3,2.92,67.7,67.9,68.16,22.778000000000002,9.1,28,Medium,0.197,0.746,0.057,Medium,True
STU0198,Shreya Moore,Mechanical,2.68,0,2.68,63.9,65.7,69.02000000000001,24.298,8.3,37,Medium,0.129,0.815,0.055,Medium,True
STU0223,Mia Johnson,Electronics,1.96,2,1.96,69.4,62.9,71.4,9.886833333333334,6.6,16,Medium,0.035,0.91,0.055,Medium,True
STU0008,Fatima Johnson,Computer Science,1.94,6,1.94,75.0,72.9,69.9,20.90866666666667,13.3,23,Medium,0.184,0.761,0.055,High,False
STU0472,Mia Siddiqui,Mechanical,3.28,6,3.28,23.8,64.5,70.44,10.454166666666666,6.9,10,Medium,0.151,0.795,0.054,High,False
STU0431,Tanvi Moore,Mechanical,2.19,0,2.19,83.1,63.5,70.0,22.190000000000005,5.3,11,Medium,0.063,0.885,0.052,Medium,True
STU0440,Suresh Davis,Electronics,2.71,2,2.71,64.6,63.7,70.1,17.777833333333334,5.0,27,Medium,0.079,0.871,0.051,Medium,True
STU0166,Sai Davis,Electronics,2.13,1,2.13,60.7,73.2,70.84,21.2655,7.8,28,Medium,0.15,0.8,0.05,Low,False
STU0339,Aarav Malik,Computer Science,2.68,0,2.68,44.7,66.2,69.78,27.03316666666667,9.3,26,Medium,0.181,0.769,0.05,Medium,True
STU0126,Tariq Johnson,Electronics,1.51,1,1.51,82.7,70.8,71.5,18.503999999999998,12.4,18,Medium,0.104,0.847,0.049,Medium,True
STU0077,Mia Singh,Civil,3.51,5,3.51,78.4,39.0,68.8,8.025666666666668,7.5,3,Medium,0.019,0.932,0.049,Medium,True
STU0085,Liam Williams,Computer Science,2.35,0,2.35,64.4,59.3,71.36,14.194,6.1,11,Medium,0.045,0.908,0.047,Medium,True
STU0074,Sophia Miller,Data Science,2.35,4,2.35,55.6,48.2,71.58,12.230833333333333,4.9,20,Medium,0.012,0.941,0.047,Medium,True
STU0233,Ava Wilson,Electronics,2.58,1,2.58,66.1,65.8,70.97999999999999,13.753,7.1,12,Medium,0.105,0.849,0.046,Low,False
STU0144,Yasmin Sharma,Mechanical,2.53,5,2.53,55.8,40.7,70.76,19.674833333333336,8.8,18,Medium,0.014,0.941,0.045,Medium,True
STU0010,Olivia Shah,Mechanical,2.5,0,2.5,61.2,60.3,71.03999999999999,18.349666666666668,9.8,18,Medium,0.086,0.87,0.044,Medium,True
STU0496,Sneha Malik,Civil,2.33,0,2.33,69.8,64.0,71.38000000000001,15.706833333333334,8.0,12,Medium,0.085,0.871,0.044,Medium,True
STU0277,Rahul Nair,Electronics,2.68,4,2.68,65.4,57.5,71.82000000000001,7.874333333333334,0.0,0,Medium,0.028,0.93,0.043,Medium,True
STU0433,Vivaan Taylor,Civil,2.57,0,2.57,48.1,59.7,72.46000000000001,11.039166666666667,2.3,12,Medium,0.039,0.919,0.042,Medium,True
STU0393,Vivaan Ahmed,Electronics,2.87,3,2.87,54.7,67.2,71.3,9.980833333333335,8.8,6,Medium,0.169,0.789,0.042,Medium,True
STU0226,Charlotte Sharma,Mechanical,2.96,0,2.96,25.3,63.5,71.92,19.603833333333338,1.8,28,Medium,0.09,0.868,0.041,Medium,True
STU0183,Pooja Shah,Electronics,2.76,6,2.76,50.7,78.0,70.67999999999999,18.264666666666663,5.8,16,Medium,0.313,0.647,0.04,Medium,True
STU0247,Tariq Verma,Civil,1.62,6,1.62,50.7,79.9,73.96,15.244666666666667,3.9,16,Medium,0.13,0.831,0.039,Medium,True
STU0336,Yusuf Kumar,Data Science,2.91,0,2.91,67.7,56.5,71.06,15.602166666666665,4.8,20,Medium,0.054,0.907,0.039,Medium,True
STU0136,Leila Wilson,Mathematics,2.57,5,2.57,46.1,47.5,72.75999999999999,11.134500000000001,3.4,15,Medium,0.014,0.948,0.038,Medium,True
STU0282,Krishna Verma,Computer Science,2.61,2,2.61,22.3,72.2,73.62,12.560833333333335,2.6,14,Medium,0.142,0.821,0.037,Medium,True
STU0249,Ava Jones,Mechanical,2.74,5,2.74,41.4,46.9,73.17999999999999,10.223666666666666,6.6,3,Medium,0.024,0.942,0.034,Medium,True
STU0060,Rohan Rao,Data Science,3.45,0,3.45,32.1,63.3,72.4,9.540333333333333,4.7,0,Medium,0.17,0.797,0.033,Medium,True
STU0229,Mia Hassan,Mechanical,2.67,0,2.67,82.1,62.6,71.56,15.519833333333334,10.1,2,Medium,0.142,0.825,0.033,Medium,True
STU0082,Aditya Shah,Civil,2.43,1,2.43,77.2,64.8,71.46000000000001,22.966166666666666,11.3,21,Medium,0.165,0.802,0.033,Medium,True
STU0358,Ishaan Taylor,Mathematics,2.86,0,2.86,100.0,62.0,69.78,24.849833333333333,14.2,38,Medium,0.211,0.758,0.031,Medium,True
STU0344,Neha Johnson,Computer Science,2.83,4,2.83,64.3,56.7,72.32000000000001,20.657999999999998,8.1,33,Medium,0.084,0.888,0.029,Medium,True
STU0169,Yusuf Mirza,Civil,3.15,0,3.15,35.8,69.1,73.84,6.808,1.1,7,Medium,0.148,0.823,0.029,Medium,True
STU0140,Sophia Chaudhary,Civil,2.64,4,2.64,70.1,57.4,72.14,26.180666666666667,6.1,24,Medium,0.081,0.891,0.029,Medium,True
STU0096,Omar Chaudhary,Mechanical,2.42,0,2.42,60.0,65.0,72.82000000000001,25.595333333333333,6.4,27,Medium,0.127,0.845,0.029,Medium,True
STU0265,Kavya Siddiqui,Civil,1.8,2,1.8,46.6,67.4,74.74,22.65,8.6,23,Medium,0.108,0.865,0.028,Medium,True
STU0119,Ishaan Nair,Mechanical,1.15,6,1.15,74.5,76.6,74.56,22.946666666666665,14.6,22,Medium,0.207,0.766,0.027,Medium,True
STU0408,Zara Ansari,Electronics,2.61,0,2.61,49.2,70.5,74.94,6.6000000000000005,1.0,1,Medium,0.112,0.862,0.026,Medium,True
STU0127,Kiran Davis,Electronics,2.36,2,2.36,44.1,65.8,74.82000000000001,12.518333333333334,8.0,4,Medium,0.127,0.846,0.026,Medium,True
STU0113,Sneha Rao,Civil,3.58,0,3.58,76.7,61.0,71.47999999999999,13.782333333333332,6.5,13,Medium,0.191,0.784,0.025,Medium,True
STU0490,Tariq Reddy,Civil,3.34,1,3.34,61.4,65.1,71.14,18.933,13.2,15,Medium,0.369,0.607,0.024,Low,False
STU0350,Lakshmi Wilson,Electronics,2.88,2,2.88,34.9,70.5,74.92,9.238666666666667,5.6,7,Medium,0.217,0.76,0.023,Medium,True
STU0471,Hassan Rao,Mechanical,2.75,0,2.75,59.0,59.8,73.46000000000001,22.75,8.3,13,Medium,0.143,0.834,0.023,Medium,True
STU0400,Neha Williams,Civil,3.13,5,3.13,43.1,43.7,74.3,10.32,5.0,0,Medium,0.027,0.949,0.023,Low,False
STU0434,Liam Ahmed,Mathematics,2.87,6,2.87,13.0,81.0,74.58,10.049166666666666,6.3,8,Medium,0.436,0.543,0.022,Medium,True
STU0402,Sophia Shah,Mathematics,3.34,0,3.34,55.4,64.9,73.22,14.921333333333333,5.4,23,Medium,0.205,0.773,0.022,Medium,True
STU0300,Neha Sharma,Computer Science,3.0,1,3.0,70.4,68.8,71.66,22.7655,11.6,28,Medium,0.351,0.627,0.022,Low,False
STU0341,Tariq Joshi,Computer Science,3.16,2,3.16,54.3,71.5,74.38,7.719666666666666,4.1,0,Medium,0.263,0.718,0.02,Medium,True
STU0049,Ishaan Taylor,Computer Science,3.13,2,3.13,50.1,60.6,73.58,20.077666666666666,9.2,25,Medium,0.196,0.784,0.02,Medium,True
STU0197,Tariq Mirza,Electronics,2.43,0,2.43,49.4,71.7,74.64000000000001,16.854166666666664,12.1,19,Medium,0.3,0.68,0.02,Low,False
STU0435,Noah Brown,Mathematics,2.16,1,2.16,45.0,76.4,76.8,16.86616666666667,1.7,21,Medium,0.178,0.804,0.018,Low,False
STU0388,Sai Miller,Computer Science,2.29,0,2.29,64.0,71.5,74.58,23.473500000000005,10.1,27,Medium,0.269,0.713,0.018,Low,False
STU0070,Lakshmi Chaudhary,Electronics,2.41,0,2.41,71.4,63.6,76.28,8.595666666666666,4.5,13,Medium,0.077,0.905,0.017,Medium,True
STU0355,Leila Patel,Civil,2.49,0,2.49,62.3,67.6,74.88,24.4945,6.1,17,Medium,0.202,0.78,0.017,Low,False
STU0294,Amir Verma,Data Science,2.76,2,2.76,68.2,65.7,75.64,10.433833333333334,6.0,9,Medium,0.156,0.827,0.016,Medium,True
STU0485,Tanvi Taylor,Electronics,2.95,0,2.95,44.3,70.7,75.56,14.574833333333334,5.5,13,Medium,0.28,0.704,0.016,Low,False
STU0489,Shreya Brown,Computer Science,1.98,0,1.98,56.9,71.9,76.67999999999999,15.295333333333332,11.6,17,Medium,0.226,0.757,0.016,Medium,True
STU0118,Noor Khan,Electronics,2.0,1,2.0,60.2,72.0,77.08,11.9355,9.6,0,Medium,0.21,0.774,0.016,Medium,True
STU0338,Reyansh Nair,Mechanical,3.55,2,3.55,68.6,69.5,73.36,17.026500000000002,2.8,26,Medium,0.304,0.68,0.016,Medium,True
STU0203,Ayaan Shah,Mathematics,3.18,1,3.18,36.9,74.3,75.26,13.734166666666667,3.8,18,Medium,0.35,0.635,0.015,Low,False
STU0328,Nandini Mirza,Mathematics,2.65,3,2.65,43.5,75.0,76.53999999999999,12.5625,6.3,10,Medium,0.319,0.667,0.014,Low,False
STU0178,Omar Johnson,Civil,2.94,0,2.94,61.4,68.5,75.12,16.53916666666667,8.8,11,Medium,0.319,0.667,0.014,Medium,True
STU0212,Emma Miller,Mechanical,2.89,0,2.89,20.8,70.9,76.05999999999999,20.546666666666667,9.4,21,Medium,0.395,0.592,0.013,Low,False
STU0032,Omar Patel,Electronics,1.86,2,1.86,61.6,70.0,77.6,18.122666666666667,12.0,8,Medium,0.23,0.757,0.013,Medium,True
STU0480,Lakshmi Ali,Data Science,2.59,5,2.59,62.0,49.5,77.97999999999999,14.289333333333333,5.5,24,Medium,0.037,0.952,0.011,Medium,True
STU0453,Leila Miller,Computer Science,2.76,0,2.76,47.6,67.8,77.1,18.411333333333335,7.3,22,Medium,0.263,0.726,0.011,Medium,True
STU0381,Suresh Reddy,Data Science,3.03,2,3.03,79.5,68.8,74.84,26.589333333333336,5.4,33,Medium,0.322,0.667,0.011,Medium,True
STU0349,Olivia Chaudhary,Mechanical,2.72,1,2.72,56.1,76.2,77.8,11.448166666666667,3.5,7,Medium,0.329,0.661,0.01,Low,False
STU0234,Meera Malik,Electronics,3.08,5,3.08,52.7,50.9,77.26,24.98033333333333,9.7,20,Medium,0.148,0.843,0.009,Medium,True
STU0287,Riya Nair,Electronics,2.11,6,2.11,57.3,83.2,76.64,21.222499999999997,12.7,24,Low,0.575,0.416,0.009,Medium,False
STU0469,Fatima Rao,Electronics,2.76,2,2.76,52.6,73.5,77.16,26.255333333333333,4.8,26,Medium,0.395,0.597,0.008,Medium,True
STU0204,Amir Gupta,Electronics,3.16,2,3.16,63.4,72.5,76.62,17.36566666666667,5.6,16,Medium,0.426,0.566,0.008,Medium,True
STU0445,Tanvi Williams,Mechanical,2.02,0,2.02,77.0,70.7,78.58,20.031666666666666,10.2,24,Medium,0.253,0.738,0.008,Medium,True
STU0439,Emma Smith,Mechanical,3.51,0,3.51,28.4,65.9,77.04,13.957,8.9,5,Medium,0.434,0.558,0.008,Medium,True
STU0088,Charlotte Hassan,Data Science,2.94,2,2.94,70.6,67.1,76.8,19.70266666666667,9.8,15,Medium,0.372,0.62,0.008,Medium,True
STU0345,Fatima Ahmed,Mathematics,3.27,0,3.27,67.7,70.5,77.12,15.422833333333335,5.2,20,Medium,0.385,0.607,0.007,Medium,True
STU0318,Riya Smith,Data Science,3.01,4,3.01,78.3,62.4,77.7,17.516833333333334,9.1,13,Medium,0.28,0.713,0.007,Low,False
STU0464,Divya Singh,Electronics,2.35,2,2.35,52.4,69.1,80.28,19.978,3.8,25,Medium,0.203,0.79,0.007,Medium,True
STU0108,Ava Wilson,Computer Science,1.97,0,1.97,72.2,73.8,79.86,21.09466666666667,8.1,27,Medium,0.288,0.706,0.007,Medium,True
STU0488,Zara Chaudhary,Data Science,3.25,1,3.25,73.5,74.9,73.88000000000001,22.108833333333337,12.3,8,Low,0.67,0.323,0.007,Low,True
STU0323,Anjali Jones,Electronics,2.6,2,2.6,40.0,77.3,78.36,16.405,12.2,16,Low,0.565,0.429,0.006,Low,True
STU0217,Suresh Smith,Mechanical,2.67,2,2.67,60.8,67.2,80.5,13.896333333333335,5.5,16,Medium,0.241,0.754,0.006,Medium,True
STU0048,Amara Mirza,Mechanical,2.38,2,2.38,51.3,70.8,81.08,11.988166666666666,5.8,2,Medium,0.265,0.729,0.006,Medium,True
STU0279,Rohan Moore,Electronics,3.12,0,3.12,53.4,72.4,79.53999999999999,12.874,3.6,12,Medium,0.394,0.601,0.005,Low,False
STU0180,Fatima Moore,Civil,2.92,1,2.92,69.2,74.8,76.94,21.128000000000004,10.4,15,Low,0.579,0.416,0.005,Low,True
STU0214,Sneha Nair,Data Science,2.25,0,2.25,74.2,73.5,78.7,20.517833333333336,14.7,3,Low,0.527,0.468,0.005,Medium,False
STU0242,Kavya Sharma,Mechanical,2.78,2,2.78,73.3,69.7,78.62,18.9515,10.0,0,Medium,0.461,0.533,0.005,Medium,True
STU0094,Tanvi Nair,Computer Science,3.41,0,3.41,54.6,68.4,79.2,15.787666666666667,4.7,26,Medium,0.399,0.597,0.005,Medium,True
STU0454,Krishna Williams,Computer Science,2.55,6,2.55,64.6,78.0,79.56,22.144833333333334,10.5,12,Low,0.629,0.367,0.003,Medium,False
STU0114,Suresh Ahmed,Civil,3.14,0,3.14,66.6,75.0,78.88,22.056166666666666,6.7,29,Low,0.58,0.417,0.003,Low,True
STU0500,Leila Davis,Electronics,2.02,0,2.02,59.2,79.9,82.88,16.690666666666665,9.8,18,Low,0.517,0.48,0.003,Low,True
STU0392,Ayaan Williams,Computer Science,1.93,0,1.93,71.4,75.4,83.02000000000001,15.9985,10.0,16,Medium,0.395,0.601,0.003,Low,False
STU0407,Suresh Ansari,Computer Science,3.5,0,3.5,55.3,74.8,79.56,12.880833333333333,6.6,19,Low,0.615,0.382,0.003,Low,True
STU0404,Reyansh Hassan,Civil,3.06,0,3.06,71.0,76.2,78.92,19.140666666666668,8.7,17,Low,0.633,0.363,0.003,Low,True
STU0026,Kavya Rao,Electronics,2.59,0,2.59,69.4,75.0,83.74,13.058,10.7,9,Low,0.59,0.409,0.002,Low,True
STU0043,Amara Joshi,Electronics,3.53,0,3.53,62.1,70.9,78.12,25.320833333333333,10.3,27,Low,0.689,0.308,0.002,Low,True
STU0497,Arjun Kumar,Computer Science,3.3,5,3.3,45.3,50.5,85.44,18.412833333333335,5.2,14,Medium,0.194,0.805,0.002,Medium,True
STU0494,Aryan Verma,Civil,1.97,6,1.97,77.7,83.8,82.74,20.823500000000003,11.0,19,Low,0.664,0.335,0.002,Medium,False
STU0326,Nandini Chaudhary,Civil,2.26,2,2.26,57.4,75.2,85.04,17.391666666666666,7.8,12,Medium,0.495,0.503,0.002,Low,False
STU0495,Divya Taylor,Mechanical,3.74,0,3.74,41.9,76.4,81.1,9.191500000000001,4.3,8,Low,0.679,0.319,0.002,Low,True
STU0308,Anjali Gupta,Electronics,2.72,0,2.72,62.2,78.7,84.24,14.291166666666665,4.5,18,Low,0.568,0.431,0.002,Low,True
STU0235,Lakshmi Reddy,Civil,2.93,2,2.93,51.4,77.7,86.85999999999999,9.738166666666666,0.0,23,Medium,0.493,0.505,0.001,Medium,True
STU0062,Sai Patel,Computer Science,3.43,4,3.43,73.0,75.5,82.62,29.019500000000004,8.1,20,Low,0.829,0.171,0.001,Low,True
STU0252,Leila Ahmed,Electronics,3.1,3,3.1,61.8,84.4,81.68,27.335,9.0,34,Low,0.863,0.137,0.001,Low,True
STU0304,Shreya Patel,Data Science,3.05,6,3.05,54.6,77.4,84.96000000000001,16.715999999999998,5.8,11,Low,0.705,0.294,0.001,Medium,False
STU0473,Nandini Ali,Civil,2.4,0,2.4,58.0,75.4,86.1,18.88116666666667,9.7,7,Low,0.634,0.365,0.001,Low,True
STU0011,Isabella Sharma,Computer Science,2.81,2,2.81,64.8,77.7,84.94,12.390333333333334,6.5,7,Low,0.638,0.361,0.001,Low,True
STU0342,Vivaan Nair,Data Science,3.08,0,3.08,62.3,68.7,84.1,20.438333333333333,7.8,14,Low,0.579,0.42,0.001,Low,True
STU0418,Isabella Shah,Mechanical,3.68,0,3.68,45.4,82.4,84.9,8.776666666666666,7.3,12,Low,0.865,0.135,0.0,Low,True
STU0134,Isabella Williams,Data Science,2.73,0,2.73,66.0,81.2,94.66,19.598333333333333,6.2,14,Low,0.874,0.126,0.0,Low,True
STU0164,Meera Gupta,Computer Science,3.5,3,3.5,59.8,75.2,85.7,22.015833333333333,10.9,21,Low,0.867,0.133,0.0,Low,True
STU0153,Liam Siddiqui,Electronics,3.57,6,3.57,72.8,86.1,83.02000000000001,18.492,6.6,22,Low,0.9,0.1,0.0,Medium,False
STU0423,Suresh Jones,Mathematics,2.02,0,2.02,61.3,88.1,95.66,18.5335,11.3,11,Low,0.913,0.087,0.0,Low,True
STU0005,Suresh Davis,Mathematics,3.5,0,3.5,69.7,92.5,94.96000000000001,18.06416666666667,10.6,25,Low,0.985,0.015,0.0,Low,True
STU0202,Yusuf Johnson,Computer Science,3.63,6,3.63,43.3,89.1,87.67999999999999,10.016166666666667,7.4,10,Low,0.942,0.058,0.0,Medium,False
STU0373,Shreya Siddiqui,Data Science,3.76,1,3.76,53.4,78.7,88.03999999999999,24.671666666666667,5.6,29,Low,0.904,0.096,0.0,Low,True
STU0115,Riya Moore,Civil,2.46,2,2.46,59.4,73.7,88.84,25.694333333333336,8.5,32,Low,0.658,0.341,0.0,Low,True
STU0038,Rahul Singh,Civil,3.66,4,3.66,95.2,74.4,82.08,16.851000000000003,12.5,5,Low,0.855,0.144,0.0,Low,True
STU0220,Sophia Taylor,Data Science,2.58,1,2.58,72.9,83.5,91.17999999999999,27.8235,14.3,25,Low,0.936,0.064,0.0,Low,True
STU0101,Aditya Wilson,Computer Science,3.07,0,3.07,61.8,86.7,88.32000000000001,18.013500000000004,1.7,38,Low,0.821,0.179,0.0,Low,True
STU0324,Divya Taylor,Mechanical,3.14,2,3.14,85.2,77.8,88.6,19.440166666666666,7.5,9,Low,0.845,0.155,0.0,Low,True
STU0331,Kiran Shah,Mechanical,2.1,2,2.1,70.7,86.8,88.52000000000001,28.176166666666663,8.7,34,Low,0.832,0.168,0.0,Low,True
STU0069,Neha Ahmed,Computer Science,3.41,2,3.41,76.1,91.2,94.26,19.580833333333334,12.7,22,Low,0.985,0.015,0.0,Low,True
STU0340,Lakshmi Johnson,Mechanical,2.69,0,2.69,60.4,79.6,89.32000000000001,12.2665,11.1,13,Low,0.803,0.197,0.0,Low,True
STU0066,Vihaan Moore,Electronics,3.31,2,3.31,45.8,80.6,88.0,18.303,4.9,12,Low,0.848,0.152,0.0,Low,True
STU0483,Neha Patel,Data Science,3.26,2,3.26,68.9,78.5,86.84,9.488333333333333,6.6,6,Low,0.776,0.224,0.0,Low,True
